v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	v108	v109	v110	v111	v112	v113	v114	v115	v116	v117	v118	v119	v120	v121	v122	v123	v124	v125	v126	v127	v128	v129	v130	v131	v132	v133	v134	v135	v136	v137	v138	v139	v140	v141	v142	v143	v144	v145	v146	v147	v148	v149	v150	v151	v152	v153	v154	v155	v156	v157	v158	v159	v160	v161	v162	v163	v164	v165	v166	v167	v168	v169	v170	v171	v172	v173	v174	v175	v176	v177	v178	v179	v180	v181	v182	v183	v184	v185	v186	v187	v188	v189	v190	v191	v192	v193	v194	v195	v196	v197	v198	v199	v200	v201	v202	v203	v204	v205	v206	v207	v208	v209	v210	v211	v212	v213	v214	v215	v216	v217	v218
DEU	2760000	DEU9797	1	27600	90	1978	5	7	0	7	1	1	1	2	0	1	7	7	7	7	7	7	1	1	7	7	1	7	7	7	0	7	1	7	7	7	7	7	7	7	7	0	7	7	7	7	7	1	0	7	7	1	1	1	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	1	0	0	1	1	2	1	0	0	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	7	7	7	7	1	1	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	7	7	7	7	7	7	7	7	7	0	1	0	1	1	0	1	1	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	90	1979	7	7	7	7	7	7	7	7	7	7	1	1	1	0	0	1	7	7	1	1	7	1	0	1	7	0	7	0	1	1	1	0	0	1	1	7	0	1	1	7	7	1	0	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	1	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	7	7	7	1	1	1	0	7	7	7	7	1	1	0	7	7	7	0	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	0	1	2	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	90	1980	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	1	1	0	7	7	1	1	0	7	7	1	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	1	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	1	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	7	7	7	0	1	1	0	7	7	7	7	1	1	1	1	1	7	0	0	1	1	1	1	0	1	1	1	2	0	0	7	7	7	0	1	1	0	1	2	1	1	1	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	90	1981	13	7	7	7	1	1	0	2	1	1	7	7	7	7	7	7	1	0	7	7	1	7	7	7	0	7	1	7	7	7	7	7	7	7	7	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	0	1	1	1	1	0	0	7	7	7	7	7	7	7	7	0	1	0	1	1	0	7	7	7	1	1	7	7	7	7	1	1	1	7	1	1	1	1	1	1	7	7	1	7	7	7	0	1	1	1	7	7	7	7	1	1	1	7	7	7	1	0	1	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	0	2	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1982	12	7	7	7	7	7	7	7	7	7	0	7	1	0	0	7	7	7	7	0	7	7	7	7	7	7	7	0	0	7	1	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	0	0	1	1	1	7	7	7	7	7	7	7	7	0	1	0	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	7	7	7	7	7	7	7	1	0	7	1	0	0	7	7	7	7	1	0	0	0	7	7	7	1	1	7	7	7	7	7	0	1	1	1	1	0	0	0	0	1	0	1	7	7	7	7	7	7	1	0	1	2	1	0	0	1	0	0	0	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1983	6	1	7	7	1	0	1	2	2	1	1	7	1	1	0	7	1	1	7	1	0	7	7	7	1	7	1	0	0	7	1	0	1	1	7	1	7	7	7	2	1	7	7	7	7	7	7	7	7	7	1	1	1	7	7	1	1	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	1	1	1	0	2	7	7	7	7	7	7	1	1	0	7	7	1	0	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1984	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	1	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	0	1	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	7	7	7	7	7	7	7	7	0	0	1	0	0	0	0	0	7	7	7	0	0	0	0	1	1	1	1	0	0	1	0	7	7	7	7	1	1	1	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	0	1	1	1	0	0	2	1	0	7	7	7	7	7	7	7	7	7	1	0	1	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1985	13	7	7	7	1	1	1	2	0	1	7	7	7	7	7	7	1	1	7	7	1	7	7	7	2	7	1	7	7	7	7	7	7	7	7	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	0	1	0	1	7	7	7	7	7	7	7	7	1	1	1	1	1	0	7	7	7	1	1	7	7	7	7	1	1	1	7	1	1	1	1	0	1	7	7	1	7	7	7	1	1	1	1	7	7	7	7	1	1	1	7	7	7	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	0	1	1	1	0	1	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1986	7	7	7	7	7	7	7	7	7	7	0	1	1	0	0	1	7	7	0	1	7	1	0	1	7	0	7	0	1	0	0	0	1	1	1	7	0	0	0	7	7	0	1	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	1	1	1	0	7	7	7	7	1	1	1	7	7	7	0	0	0	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	0	1	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1987	13	7	7	7	1	0	0	0	0	0	7	7	7	7	7	7	0	0	7	7	0	7	7	7	0	7	0	7	7	7	7	7	7	7	7	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	1	0	0	0	0	1	0	0	7	7	7	7	7	7	7	7	0	0	0	1	1	0	7	7	7	1	1	7	7	7	7	0	1	0	7	1	1	1	1	0	1	7	7	1	7	7	7	1	0	0	0	7	7	7	7	0	0	0	7	7	7	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	1	0	0	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1988	1	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	1	0	0	7	7	1	1	1	7	7	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	1	7	7	7	1	1	1	0	7	7	7	7	1	0	0	1	1	7	1	1	0	0	0	1	1	1	0	1	0	1	0	7	7	7	0	1	0	0	0	1	1	0	0	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1989	8	7	7	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	0	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	1	1	0	1	1	7	7	7	7	7	7	1	1	0	7	7	0	0	1	0	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	7	7	7	0	1	1	1	7	7	7	7	7	7	7	7	7	0	1	0	1	1	1	0	0	2	7	7	7	0	0	0	0	1	0	0	1	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1990	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	0	1	0	1	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	1	7	7	7	7	7	7	7	7	1	1	0	0	1	0	1	2	7	7	7	1	1	0	0	0	0	1	1	0	1	0	1	7	7	7	7	0	1	1	1	0	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	1	1	0	1	0	0	0	0	0	7	7	7	7	7	7	7	7	7	1	1	0	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1991	12	7	7	7	7	7	7	7	7	7	0	7	1	0	0	7	7	7	7	0	7	7	7	7	7	7	7	0	0	7	0	0	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	0	1	1	0	1	7	7	7	7	7	7	7	7	0	1	1	7	7	7	7	7	7	7	7	7	7	7	7	0	1	0	7	7	7	7	7	7	7	1	0	7	1	0	0	7	7	7	7	1	0	1	0	7	7	7	1	1	7	7	7	7	7	1	1	1	1	1	1	2	0	1	1	1	1	7	7	7	7	7	7	1	1	1	1	0	0	0	1	0	0	0	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1992	10	7	7	0	0	1	1	1	0	1	7	0	7	7	7	0	0	0	0	7	0	0	0	0	0	0	0	7	7	0	7	7	7	7	0	1	0	0	0	7	7	7	7	0	0	7	7	7	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	0	7	7	7	7	7	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	0	0	0	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1993	13	7	7	7	1	1	1	2	0	0	7	7	7	7	7	7	0	0	7	7	0	7	7	7	0	7	1	7	7	7	7	7	7	7	7	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	1	1	1	0	0	1	1	0	7	7	7	7	7	7	7	7	0	1	1	1	0	0	7	7	7	1	0	7	7	7	7	1	1	1	7	1	1	0	0	0	1	7	7	1	7	7	7	0	1	1	0	7	7	7	7	0	0	1	7	7	7	0	0	1	0	7	7	7	7	7	7	7	7	7	7	7	7	0	0	1	1	1	0	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1994	3	0	7	7	7	7	7	7	7	7	7	1	7	7	7	0	7	7	0	7	7	1	0	1	7	1	7	7	7	1	7	7	7	7	1	7	0	1	1	2	0	7	7	7	7	7	7	7	7	7	1	1	0	7	7	0	1	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	7	7	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	7	7	7	1	1	7	7	7	7	7	7	7	7	1	1	0	1	0	1	7	7	7	0	0	0	7	7	7	7	0	0	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	1	7	7	7	7	7	7	7	7	7	0	1	1	1	1	0	1	1	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1995	9	7	0	7	7	7	7	7	7	7	7	0	7	7	7	0	7	7	0	7	7	0	0	0	7	0	7	7	7	0	7	7	7	7	1	7	0	0	0	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	7	7	7	7	7	7	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	2	0	0	1	7	7	7	0	1	0	7	7	1	1	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1996	9	7	0	7	7	7	7	7	7	7	7	1	7	7	7	1	7	7	0	7	7	0	0	1	7	1	7	7	7	1	7	7	7	7	1	7	0	0	0	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2	1	0	1	7	7	7	0	0	0	7	7	1	1	1	1	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1997	9	7	0	7	7	7	7	7	7	7	7	1	7	7	7	0	7	7	0	7	7	0	0	0	7	0	7	7	7	0	7	7	7	7	0	7	0	0	0	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	7	7	7	7	7	7	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	1	7	7	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	7	7	7	1	0	0	7	7	0	1	0	1	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1998	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	0	1	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	1	0	7	7	7	7	7	7	7	7	1	1	0	0	1	0	1	0	7	7	7	0	0	0	0	1	0	1	0	0	0	0	0	7	7	7	7	1	1	1	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	1	1	1	1	0	0	0	1	0	7	7	7	7	7	7	7	7	7	1	1	1	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	1999	11	7	0	0	7	7	7	7	7	7	1	7	1	0	0	7	7	7	7	1	7	7	7	7	7	7	7	1	1	7	1	1	0	1	7	7	7	7	7	7	7	7	7	1	2	1	1	1	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	2	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	1	0	1	1	7	7	7	7	7	1	0	0	7	7	7	0	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	7	7	7	1	1	7	7	7	7	7	7	7	7	1	1	1	0	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	2000	4	0	7	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	1	0	0	1	2	7	7	7	0	1	1	1	1	1	0	0	1	0	1	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	0	0	0	1	0	1	7	7	7	7	7	7	7	7	7	7	7	1	0	1	1	7	7	7	7	7	1	0	0	1	0	0	7	7	7	7	7	1	1	0	1	0	1	1	1	7	7	7	7	7	7	7	7	0	1	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	2001	7	7	7	7	7	7	7	7	7	7	0	1	1	0	0	0	7	7	0	1	7	0	0	0	7	0	7	0	1	1	0	0	0	1	1	7	0	0	0	7	7	1	0	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	1	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	0	0	0	0	7	7	7	7	0	1	0	7	7	7	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	0	0	1	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	2002	11	7	0	0	7	7	7	7	7	7	0	7	0	0	0	7	7	7	7	1	7	7	7	7	7	7	7	0	0	7	0	0	1	1	7	7	7	7	7	7	7	7	7	0	0	1	1	1	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	2	7	7	7	7	7	7	1	1	0	7	7	7	7	7	7	7	7	1	0	1	1	7	7	7	7	7	1	0	0	7	7	7	1	1	0	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	0	7	7	7	1	1	7	7	7	7	7	7	7	7	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	2003	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	1	0	0	7	7	1	1	0	7	7	1	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	0	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	1	7	7	7	0	0	0	0	7	7	7	7	0	0	1	0	0	7	8	0	8	8	1	1	0	1	0	0	0	0	0	7	7	7	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	2004	5	7	0	7	1	1	1	1	0	0	7	7	7	7	7	7	0	0	7	7	0	7	7	7	0	7	1	7	7	7	7	7	7	7	7	0	7	7	7	7	7	1	0	7	7	1	0	0	7	7	7	7	7	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	1	0	0	0	0	0	0	0	1	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	1	7	7	7	7	1	0	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	1	7	7	7	7	7	7	7	7	7	0	1	0	1	1	0	1	0	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	2005	7	7	7	7	7	7	7	7	7	7	0	0	0	0	0	0	7	7	0	1	7	0	0	0	7	0	7	0	1	0	0	0	0	1	1	7	0	0	0	7	7	1	0	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	0	0	7	7	7	7	7	7	1	1	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	1	0	0	0	7	7	7	7	0	0	0	7	7	7	1	0	0	1	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	1	0	1	7	7	7	7	7	7	7	7	7	7	7	148	28	NOV	13
DEU	2760000	DEU9797	1	27600	91	2006	5	7	0	7	1	1	1	1	0	0	7	7	7	7	7	7	1	1	7	7	0	7	7	7	0	7	1	7	7	7	7	7	7	7	7	0	7	7	7	7	7	1	1	7	7	1	1	1	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	1	0	1	0	1	0	1	1	0	1	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	1	7	7	7	7	1	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	0	0	7	7	7	7	7	7	7	7	7	0	1	0	1	1	0	1	1	148	28	NOV	13
