v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11	v12	v13	v14	v15	v16	v17	v18	v19	v20	v21	v22	v23	v24	v25	v26	v27	v28	v29	v30	v31	v32	v33	v34	v35	v36	v37	v38	v39	v40	v41	v42	v43	v44	v45	v46	v47	v48	v49	v50	v51	v52	v53	v54	v55	v56	v57	v58	v59	v60	v61	v62	v63	v64	v65	v66	v67	v68	v69	v70	v71	v72	v73	v74	v75	v76	v77	v78	v79	v80	v81	v82	v83	v84	v85	v86	v87	v88	v89	v90	v91	v92	v93	v94	v95	v96	v97	v98	v99	v100	v101	v102	v103	v104	v105	v106	v107	v108	v109	v110	v111	v112	v113	v114	v115	v116	v117	v118	v119	v120	v121	v122	v123	v124	v125	v126	v127	v128	v129	v130	v131	v132	v133	v134	v135	v136	v137	v138	v139	v140	v141	v142	v143	v144	v145
DEU	2760000	DEU9797	1	27600	140	3031	2	2	1	4	4	2	2	2	7	9	9	9	7	3	4	2	2	1	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	4	4	4	2	4	1	2	3	4	1	4	4	5	4	1	4	1	1	3	2	1	2	1	2	2	2	2	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	9998	9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3251	4412	2655	-0.1254	-0.8130	27.52	47.83	9	9	27600	27600	27600	27600	27600	27600	6	0	0	47.83	1	1	148	148	-0.4243	-0.4255	9	70.10	0.8861	.2712	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3032	1	2	2	4	4	9	9	9	7	2	2	1	7	9	6	9	9	9	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	2	2	4	3	3	3	1	1	1	4	4	4	9	9	5	1	9	2	1	2	2	1	2	1	2	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9999	9999	9999	-12.970	-0.6540	99.00	99.00	1	1	27600	27600	27600	27600	27600	27600	3	9	3	99.00	1	1	148	148	-0.4243	0.1017	3	99.00	99.990.000	.30700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3033	1	2	2	3	3	1	2	2	7	1	2	1	7	6	6	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	1	1	2	2	1	2	3	2	2	1	1	1	4	4	3	4	5	5	4	4	4	4	1	1	1	1	1	1	2	2	2	1	2	7	2	2	1	2	2	1	2	1	2	1	1	1	9998	9	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2411	2611	2144	0.7501	0.8345	86.72	76.65	1	1	27600	61600	61600	27600	27600	27600	6	1	3	86.72	1	1	148	148	0.0485	12.956	3	77.10	11.275	.2712	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3035	1	2	2	2	4	9	1	9	7	1	9	9	7	6	6	1	1	1	1	2	2	1	1	1	2	1	2	2	2	2	1	9	2	2	2	4	3	4	4	1	1	2	3	4	4	5	4	5	4	5	5	5	2	2	2	1	2	2	2	2	2	1	1	7	2	2	1	2	2	1	1	2	1	1	1	2	20	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	927600	1	1	2264	3119	9705	11.162	16.876	51.35	67.94	2	1	927600	27600	27600	27600	27600	927600	6	2	2	67.94	1	1	148	148	-12.159	0.1017	1	99.00	13.879	.30700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3036	1	2	2	4	4	1	2	1	7	2	2	1	7	6	6	1	2	1	1	1	2	2	9	9	9	9	9	9	9	9	9	9	9	1	3	4	3	3	3	2	1	1	4	2	4	2	4	5	1	3	2	1	2	2	2	2	1	1	2	2	2	1	1	7	2	1	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4312	2144	2100	99.990.000	-11.714	77.10	57.38	1	1	27600	27600	27600	27600	27600	27600	6	3	3	77.10	1	1	148	148	0.0485	-0.4255	3	79.49	11.275	.2886	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3037	1	2	2	5	3	1	2	2	7	2	2	1	7	6	3	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	3	4	2	2	2	1	1	1	3	3	4	4	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	1	1	7	2	2	2	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1341	1420	2634	-0.1254	-0.6372	51.56	65.01	1	1	27600	27600	27600	27600	27600	27600	6	1	3	65.01	1	1	148	148	-12.159	-0.4255	3	85.85	0.6338	.2712	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3038	1	2	2	9	4	2	1	2	7	2	2	1	7	3	6	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	1	2	4	3	3	3	1	3	4	4	4	4	4	5	5	1	3	1	1	1	1	1	1	2	2	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9999	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	3350	9704	2610	-0.1254	-0.8130	99.00	61.60	9	1	27600	27600	27600	27600	27600	27600	6	2	3	61.60	1	1	999	148	-12.159	12.956	3	85.13	17.172	.2712	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3040	1	2	2	5	3	2	2	2	7	2	2	2	7	4	6	2	1	1	3	2	3	2	1	1	2	2	2	2	2	2	1	1	2	1	1	4	4	2	1	2	2	1	4	3	4	5	5	5	2	4	2	3	1	1	1	1	2	1	1	2	2	9	2	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5311	7522	9704	0.7501	0.1650	25.23	24.98	1	1	27600	27600	27600	27600	27600	27600	6	0	0	25.23	1	1	148	148	0.0485	12.956	0	99.00	-0.0994	.2712	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3041	1	2	2	4	4	2	1	1	7	2	1	1	7	6	3	2	2	2	2	2	3	2	1	1	2	2	2	1	1	1	1	1	2	2	2	4	4	1	1	1	1	2	4	3	4	4	5	5	3	4	2	2	2	1	2	1	1	1	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	2	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3221	3221	2631	19.195	0.0131	56.00	56.00	1	1	27600	27600	27600	927600	27600	27600	6	3	3	56.00	1	1	148	148	0.0485	0.4396	3	80.92	-0.5360	.30700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3042	2	1	2	3	2	2	2	2	7	2	2	2	7	3	3	2	1	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	3	4	3	1	1	1	2	3	4	3	4	4	5	5	1	2	2	1	1	1	2	1	2	2	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	8100	9999	-14.809	-0.8130	23.41	28.48	1	1	27600	27600	27600	27600	27600	27600	3	0	0	28.48	1	1	148	148	-12.159	0.7791	0	99.00	-0.5360	.30700001	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3043	1	2	2	5	4	2	1	1	7	1	1	1	7	9	6	1	2	2	2	3	3	2	2	2	2	2	2	1	2	2	2	2	2	1	1	3	3	4	2	3	2	2	4	3	4	4	5	5	1	3	1	3	2	2	3	2	1	1	1	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1000	1000	2500	-0.6314	-0.4659	65.12	65.12	1	1	27600	27600	27600	27600	27600	27600	6	3	3	65.12	1	1	148	148	0.4708	-0.9553	3	75.13	-0.5360	.2886	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3044	1	2	2	4	4	1	2	2	7	1	2	1	7	6	6	2	2	2	2	3	3	2	1	1	2	2	2	2	2	2	1	2	2	3	2	4	3	4	1	1	1	1	4	4	4	3	5	5	3	4	3	3	1	1	1	1	2	2	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2631	2611	9704	0.3150	0.1650	86.72	80.92	1	1	27600	27600	27600	27600	27600	27600	6	1	3	86.72	1	1	148	148	-12.159	12.956	3	99.00	-0.8397	.2712	28	NOV	13
DEU	2760000	DEU9797	1	27600	140	3045	1	1	2	5	4	1	2	2	7	1	2	2	7	6	9	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	4	3	4	3	1	1	1	4	3	4	3	5	5	2	3	2	4	1	1	1	1	1	2	2	2	2	1	1	7	2	2	2	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2300	2300	2300	-0.1254	-0.1412	75.54	75.54	1	1	27600	27600	27600	27600	27600	27600	6	1	1	75.54	1	1	148	148	-0.4243	12.956	1	75.54	0.8861	.2712	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3047	1	2	2	3	4	1	2	2	7	1	1	2	7	5	4	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	3	3	1	1	1	1	1	3	3	3	4	5	5	4	4	4	4	1	2	2	2	2	2	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2221	2265	9999	-0.6314	0.8345	65.23	68.70	1	1	27600	27600	27600	27600	27600	27600	3	1	2	68.70	1	1	148	148	-12.159	0.1017	2	99.00	-0.0994	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3048	1	2	2	3	2	2	2	2	7	1	9	9	7	1	6	1	1	2	1	1	2	2	1	1	2	1	2	2	2	2	1	2	2	3	4	3	3	3	3	4	2	2	4	3	4	5	5	5	3	4	3	4	1	1	1	1	1	1	2	2	2	1	1	7	1	2	2	2	2	2	1	2	2	2	2	2	17	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	9329	9705	0.7501	0.6460	16.36	43.33	1	1	79200	27600	79200	79200	79200	79200	1	0	1	43.33	3	2	148	148	0.0485	12.956	1	99.00	11.275	.39570001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3049	1	2	2	2	2	2	1	1	7	9	9	1	7	9	1	2	1	2	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	1	3	4	3	3	1	2	1	1	4	4	4	9	5	5	1	3	1	1	1	2	1	1	1	2	2	2	2	1	1	7	2	2	1	2	2	1	1	1	2	2	2	2	9998	9998	0	0	0	19100	777777	0	0	0	0	0	0	0	0	0	0	0	19100	777777	0	0	0	0	0	0	0	0	1	1	5141	3112	2264	-14.809	-0.8277	59.35	31. Aug	3	3	27600	27600	19100	19100	19100	19100	6	3	3	59.35	2	2	148	148	-0.4243	0.7791	3	67.94	0.3309	.37099999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3050	1	2	2	3	3	2	2	1	7	2	2	2	7	6	5	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1	4	3	1	1	1	3	4	4	4	4	4	5	5	3	3	1	2	1	1	1	1	1	2	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	7543	2300	0.7501	-0.3004	43.19	43.33	1	1	27600	27600	27600	27600	27600	27600	3	3	3	43.33	1	1	148	148	-0.4243	12.956	0	75.54	23.177	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3051	1	2	2	3	3	2	2	1	7	2	1	2	7	3	1	3	3	3	4	4	2	4	1	2	2	2	2	2	2	1	1	2	2	1	1	3	3	1	2	1	3	1	4	4	3	4	5	5	2	4	1	2	1	1	3	2	1	1	2	2	2	1	1	7	2	1	1	2	2	2	1	1	1	1	1	2	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3213	3324	2632	0.3150	-0.3004	61.18	48.66	1	1	27600	27600	27600	27600	27600	61600	3	3	3	61.18	1	1	148	148	0.0485	0.1017	2	83.09	-21.813	.38839999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3052	1	2	2	1	1	2	2	2	7	2	2	2	7	2	2	3	1	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	3	3	4	2	1	4	4	4	4	5	5	4	4	2	4	1	1	2	1	1	2	2	2	2	1	2	7	2	2	1	1	2	1	2	2	2	2	2	2	6	0	27600	0	0	0	0	0	0	0	0	0	0	79200	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	8	8	9701	7212	2266	-14.809	0.4764	28.52	99.00	1	2	79200	79200	79200	79200	79200	79200	6	0	0	28.52	3	3	998	998	-0.4243	0.7791	0	75.43	-14.771	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3053	1	2	2	4	4	2	1	1	7	2	2	1	7	5	4	2	3	3	3	2	3	2	1	2	2	2	2	2	2	1	1	1	2	1	3	3	4	1	1	1	2	2	3	3	4	4	5	5	1	5	1	1	2	2	2	2	2	2	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	9	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5419	1349	9704	0.7501	-0.4659	65.01	33.83	1	1	27600	27600	27600	27600	999999	27600	6	3	3	65.01	1	1	148	148	-12.159	-0.4255	3	99.00	-12.871	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3054	1	2	2	5	5	2	2	2	7	1	9	9	7	5	1	1	1	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	1	3	3	2	2	4	3	4	4	5	5	1	4	1	2	2	1	2	1	2	1	1	1	1	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2352	2654	9999	-14.809	-0.4659	63.31	70.89	1	1	27600	27600	27600	27600	27600	27600	6	0	1	70.89	1	1	148	148	0.9496	0.4396	1	99.00	11.275	.38839999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3055	1	2	2	5	4	1	1	2	7	9	9	9	7	9	2	2	2	2	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	4	3	3	1	1	2	1	1	3	3	3	3	5	5	1	5	1	4	2	2	1	1	1	1	2	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3118	1323	9704	-14.809	-0.1412	59.89	50.73	1	1	27600	27600	27600	27600	27600	27600	6	2	2	59.89	1	1	148	148	0.0485	0.4396	9	99.00	-0.5360	.37099999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3056	2	1	2	3	3	2	2	1	7	2	2	1	7	3	4	2	1	3	4	4	4	3	1	2	2	2	2	2	2	2	1	2	2	1	3	3	3	1	1	1	1	1	3	4	3	5	5	5	1	5	2	1	1	1	1	1	1	2	2	2	2	9	2	7	1	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4110	5223	7000	-0.1254	-0.1412	28.48	43.33	1	1	27600	27600	27600	27600	27600	27600	3	3	3	43.33	1	1	148	148	-0.4243	12.956	3	28.53	-18.317	.39570001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3057	1	2	2	5	5	2	2	1	7	2	2	1	7	9	1	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	1	2	4	3	1	1	1	1	1	3	3	4	5	5	5	1	3	2	3	1	1	1	1	9	2	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9112	7223	9999	-14.809	-0.1412	28.70	14.21	1	1	27600	27600	27600	27600	27600	27600	3	3	3	28.70	1	1	148	148	-11.049	12.956	3	99.00	-0.1107	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3058	1	2	2	3	2	2	1	1	7	2	2	1	7	4	2	3	2	2	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	2	3	4	4	2	3	1	2	2	4	4	4	4	5	5	1	4	2	1	2	2	2	1	2	2	2	2	2	1	1	7	2	2	1	2	2	2	2	1	2	2	2	1	9998	17	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5223	7231	2635	-0.1254	-0.4659	30.78	28.48	1	1	27600	61600	61600	61600	61600	27600	3	3	3	30.78	1	3	148	148	-12.159	0.1017	3	70.50	-10.793	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3059	2	1	2	4	4	2	1	1	7	2	2	2	7	6	3	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	3	1	1	2	1	3	1	3	3	3	4	4	5	1	4	2	2	2	2	2	2	1	1	1	2	2	1	1	7	2	2	1	1	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5131	1346	9999	-0.1254	-0.4659	65.01	25. Apr	1	1	27600	27600	27600	27600	27600	27600	6	3	3	65.01	1	1	148	148	0.4708	-0.4255	0	99.00	-0.0994	.39570001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3060	1	2	2	4	3	2	1	1	7	2	1	1	7	6	1	2	2	3	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	3	1	3	4	1	4	1	1	1	4	3	4	3	5	5	1	3	2	2	2	1	1	1	1	2	2	2	2	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4300	8211	9704	-0.1254	-0.6372	27.91	44.08	9	9	27600	27600	27600	27600	27600	27600	3	3	3	44.08	1	1	148	148	-0.4243	0.7791	3	99.00	-10.793	.37099999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3061	1	2	2	4	3	1	2	2	7	2	1	1	7	6	3	2	1	3	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	3	3	3	2	1	1	1	4	3	4	4	5	5	3	4	1	3	2	1	2	1	1	1	2	2	2	1	1	7	1	2	1	1	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3221	2211	2250	-0.1254	0.0131	88.70	56.00	1	1	27600	27600	27600	27600	27600	27600	4	1	3	88.70	1	1	148	148	0.0485	0.4396	3	84.14	-0.0994	.37099999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3062	1	2	2	2	2	2	2	1	7	2	2	1	7	9	3	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	4	4	3	1	1	1	1	1	4	4	4	5	5	5	3	4	2	3	1	1	2	2	1	1	1	2	2	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3118	2423	2144	-14.809	0.3180	68.55	50.73	1	1	27600	27600	27600	27600	27600	27600	6	3	3	68.55	1	1	148	148	0.4708	0.4396	3	77.10	-0.8397	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3064	2	1	2	5	5	1	2	2	7	1	2	2	7	6	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	2	3	4	3	1	2	1	1	1	3	3	3	5	5	5	3	5	2	2	2	2	2	2	2	2	2	2	2	9	2	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3353	2635	2300	0.7501	0.3180	70.50	54.27	1	1	27600	27600	27600	27600	27600	27600	6	1	1	70.50	1	1	148	148	-12.159	-0.4255	1	75.54	-0.0994	.39570001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3065	1	1	2	3	2	1	9	9	7	1	1	1	7	9	4	2	2	4	2	4	4	3	1	1	2	2	2	2	2	2	1	2	2	2	2	3	3	1	1	1	9	1	4	3	3	5	5	5	4	5	2	2	1	1	2	1	1	1	1	1	1	1	1	7	2	2	2	2	2	1	2	2	2	2	2	2	27	23	0	0	0	0	0	0	0	0	0	61600	0	0	0	0	0	0	0	0	0	0	0	0	61600	0	0	0	2	2	5311	2144	2100	0.3150	0.4764	77.10	24.98	3	3	61600	61600	61600	61600	61600	61600	6	1	3	77.10	3	3	273	273	17.522	0.7791	3	79.49	-18.317	.39570001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3066	1	2	2	1	1	9	1	1	7	9	1	9	7	3	3	3	2	2	3	2	4	3	1	2	2	2	2	2	2	2	1	2	2	1	2	2	4	2	2	1	1	2	4	4	4	5	5	5	3	4	2	2	2	3	3	3	1	1	1	2	2	1	1	7	2	2	1	2	1	1	2	2	2	2	2	2	15	17	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	8	8	3259	3122	2141	-0.1254	0.1650	40.54	61.91	1	1	181000	181000	181000	181000	181000	181000	6	3	3	61.91	3	3	998	998	0.4708	-15.646	2	79.05	-14.771	.38280001	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3067	1	1	2	4	3	2	2	2	7	2	2	2	7	5	1	2	3	2	2	3	4	2	2	2	2	2	2	2	2	1	2	2	2	1	4	4	3	1	1	1	2	1	3	3	3	5	5	5	3	2	1	2	2	2	2	1	2	1	1	2	1	1	1	7	2	2	1	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3359	7543	3119	-0.6314	-0.3004	43.19	64.40	1	1	27600	27600	27600	27600	27600	27600	6	0	0	64.40	1	1	148	148	0.4708	0.1017	0	51.35	-12.871	.38839999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3068	1	1	2	4	4	2	2	1	7	2	2	1	7	4	4	2	1	2	2	3	3	2	1	2	2	2	2	2	2	2	1	2	2	3	2	3	2	1	1	3	2	1	3	2	3	4	4	5	1	3	2	3	2	2	2	2	2	9	9	9	9	1	1	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3256	8332	9704	-0.1254	-0.4659	25.95	44.92	1	1	27600	27600	27600	27600	27600	27600	3	3	3	44.92	1	1	148	148	99.990.000	-0.4255	3	99.00	-0.5360	.37099999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3069	1	2	2	4	5	1	2	2	7	1	2	1	7	6	1	2	2	2	3	3	3	2	1	2	2	2	2	2	2	1	1	2	2	1	1	4	3	1	2	3	1	1	3	3	4	4	5	5	1	3	1	1	1	1	1	1	1	2	2	2	2	1	1	7	2	2	2	2	2	1	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2352	2146	2612	0.3150	-0.8130	79.31	70.89	1	1	27600	27600	27600	27600	27600	27600	6	1	3	79.31	1	1	148	148	-0.4243	12.956	3	88.96	-10.793	.37099999	28	NOV	13
DEU	2760000	DEU9797	1	27600	141	3070	2	1	2	3	9	2	2	2	7	2	2	2	7	3	3	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	3	4	4	2	1	1	2	3	4	4	4	4	5	5	1	3	1	1	1	1	2	1	9	9	9	9	9	9	9	7	2	2	1	2	2	2	1	1	1	1	1	1	9998	9999	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3258	8121	9704	-0.1254	-0.8130	30.32	53.15	1	1	27600	27600	27600	27600	27600	27600	3	0	0	53.15	1	1	148	148	99.990.000	0.7791	0	99.00	0.6338	.37099999	28	NOV	13
DEU	2760000	DEU9797	1	27600	142	3071	1	1	2	3	3	2	2	1	7	2	2	1	7	9	6	2	2	2	3	3	2	1	1	2	2	2	2	2	2	2	2	2	2	3	4	4	4	3	1	1	4	1	4	4	4	5	4	5	2	4	2	1	1	2	2	2	2	2	2	2	2	1	2	7	1	1	1	2	2	2	2	1	2	2	1	1	9998	6	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5244	8120	3334	-0.6314	-0.3004	25.91	38.88	1	1	27600	68800	68800	68800	27600	27600	3	3	3	38.88	1	3	148	148	-12.159	0.1017	3	62.39	-0.5360	.29359999	28	NOV	13
DEU	2760000	DEU9797	1	27600	142	3081	2	1	2	3	9	2	2	2	7	9	9	9	7	3	1	2	3	3	3	3	3	2	1	2	2	2	2	2	2	2	1	1	2	1	3	3	3	1	1	1	2	3	4	3	4	5	4	5	4	4	3	3	1	1	1	1	1	1	2	2	2	1	1	7	2	2	2	1	2	2	1	1	1	1	1	1	9998	9999	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9999	7412	9704	0.3150	0.4764	36.92	99.00	1	1	27600	27600	27600	27600	27600	27600	4	0	0	36.92	1	1	148	148	0.0485	12.956	9	99.00	-14.771	.29359999	28	NOV	13
DEU	2760000	DEU9797	1	27600	142	3082	1	2	2	4	4	9	1	9	7	9	9	9	7	9	3	2	2	2	2	2	3	1	1	2	2	2	2	2	2	2	1	2	2	3	3	3	3	1	1	1	1	1	3	3	4	5	5	5	9	9	9	9	3	2	3	2	2	2	2	2	9	1	1	7	1	2	2	2	2	2	1	1	1	1	1	1	9998	9998	27600	0	0	0	0	0	0	0	0	0	0	0	0	27600	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3256	3511	9999	-0.1254	0.8175	61.07	44.92	1	1	27600	27600	27600	27600	27600	27600	1	2	2	61.07	1	1	148	148	-10.963	-12.776	9	99.00	-0.0994	.29359999	28	NOV	13
